DateTime,Time,Fault
2014-05-14 14:39:44,1400096384.0,GF
2014-05-14 14:50:24,1400097024.0,GF
2014-05-14 14:58:56,1400097536.0,GF
2014-05-14 15:09:36,1400098176.0,GF
2014-05-14 15:20:16,1400098816.0,GF
2014-05-14 15:30:56,1400099456.0,GF
2014-06-04 08:09:20,1401887360.0,MF
2014-06-04 08:20:00,1401888000.0,MF
2014-06-04 17:00:32,1401919232.0,MF
2014-06-05 15:50:08,1402001408.0,MF
2014-06-05 17:41:04,1402008064.0,FF
2014-06-08 23:50:08,1402289408.0,AF
2014-06-09 00:00:48,1402290048.0,AF
2014-06-09 00:00:48,1402290048.0,MF
2014-06-09 00:09:20,1402290560.0,AF
2014-06-09 00:09:20,1402290560.0,MF
2014-06-09 23:50:08,1402375808.0,AF
2014-06-10 00:00:48,1402376448.0,AF
2014-06-10 00:00:48,1402376448.0,MF
2014-06-10 00:09:20,1402376960.0,AF
2014-06-10 00:09:20,1402376960.0,MF
2014-06-10 23:50:08,1402462208.0,AF
2014-06-11 00:00:48,1402462848.0,AF
2014-06-11 00:00:48,1402462848.0,MF
2014-06-11 00:09:20,1402463360.0,AF
2014-06-11 00:09:20,1402463360.0,MF
2014-06-11 23:50:08,1402548608.0,AF
2014-06-12 00:00:48,1402549248.0,AF
2014-06-12 00:00:48,1402549248.0,MF
2014-06-12 00:09:20,1402549760.0,AF
2014-06-12 00:09:20,1402549760.0,MF
2014-06-13 12:50:56,1402681856.0,FF
2014-06-25 21:50:40,1403751040.0,AF
2014-06-25 21:59:12,1403751552.0,AF
2014-06-25 21:59:12,1403751552.0,MF
2014-06-25 22:09:52,1403752192.0,AF
2014-06-25 22:09:52,1403752192.0,MF
2014-07-03 14:50:24,1404417024.0,AF
2014-07-03 14:58:56,1404417536.0,AF
2014-07-03 14:58:56,1404417536.0,MF
2014-07-03 15:09:36,1404418176.0,AF
2014-07-03 15:09:36,1404418176.0,MF
2014-07-14 12:29:36,1405358976.0,EF
2014-07-14 12:29:36,1405358976.0,FF
2014-07-14 12:40:16,1405359616.0,EF
2014-07-14 12:40:16,1405359616.0,FF
2014-07-18 01:09:04,1405663744.0,EF
2014-07-18 01:09:04,1405663744.0,FF
2014-07-18 01:19:44,1405664384.0,EF
2014-07-18 01:19:44,1405664384.0,FF
2014-07-18 01:30:24,1405665024.0,EF
2014-07-18 01:30:24,1405665024.0,FF
2014-07-18 01:38:56,1405665536.0,EF
2014-07-18 01:38:56,1405665536.0,FF
2014-07-18 01:49:36,1405666176.0,EF
2014-07-18 02:00:16,1405666816.0,EF
2014-07-21 06:50:24,1405943424.0,AF
2014-07-21 07:01:04,1405944064.0,AF
2014-07-21 07:09:36,1405944576.0,AF
2014-07-21 07:20:16,1405945216.0,AF
2014-07-22 06:50:24,1406029824.0,AF
2014-07-22 06:58:56,1406030336.0,AF
2014-07-22 07:09:36,1406030976.0,AF
2014-08-07 16:49:52,1407448192.0,AF
2014-08-07 17:00:32,1407448832.0,AF
2014-08-07 17:09:04,1407449344.0,AF
2014-08-10 12:10:24,1407690624.0,EF
2014-08-10 12:10:24,1407690624.0,FF
2014-08-10 12:21:04,1407691264.0,EF
2014-08-10 12:21:04,1407691264.0,FF
2014-08-15 19:49:04,1408150144.0,AF
2014-08-15 19:59:44,1408150784.0,AF
2014-08-15 20:10:24,1408151424.0,AF
2014-08-15 20:21:04,1408152064.0,AF
2014-08-16 19:49:04,1408236544.0,AF
2014-08-16 19:59:44,1408237184.0,AF
2014-08-16 20:10:24,1408237824.0,AF
2014-08-17 17:09:04,1408313344.0,EF
2014-08-17 17:09:04,1408313344.0,FF
2014-08-17 17:19:44,1408313984.0,EF
2014-08-17 17:19:44,1408313984.0,FF
2014-08-17 17:30:24,1408314624.0,EF
2014-08-17 19:49:04,1408322944.0,AF
2014-08-17 19:59:44,1408323584.0,AF
2014-08-17 20:10:24,1408324224.0,AF
2014-08-18 19:49:04,1408409344.0,AF
2014-08-18 19:59:44,1408409984.0,AF
2014-08-18 20:10:24,1408410624.0,AF
2014-08-19 19:49:04,1408495744.0,AF
2014-08-19 19:59:44,1408496384.0,AF
2014-08-19 20:10:24,1408497024.0,AF
2014-08-20 19:49:04,1408582144.0,AF
2014-08-20 19:59:44,1408582784.0,AF
2014-08-20 20:10:24,1408583424.0,AF
2014-08-21 19:49:04,1408668544.0,AF
2014-08-21 19:59:44,1408669184.0,AF
2014-08-21 20:10:24,1408669824.0,AF
2014-08-22 19:49:04,1408754944.0,AF
2014-08-22 19:59:44,1408755584.0,AF
2014-08-22 20:10:24,1408756224.0,AF
2014-08-28 11:29:52,1409243392.0,EF
2014-08-28 11:29:52,1409243392.0,FF
2014-08-28 11:40:32,1409244032.0,EF
2014-08-28 11:40:32,1409244032.0,FF
2014-09-18 11:49:04,1411058944.0,AF
2014-09-18 11:59:44,1411059584.0,AF
2014-09-18 12:10:24,1411060224.0,AF
2014-10-02 23:30:56,1412310656.0,EF
2014-10-02 23:30:56,1412310656.0,FF
2014-10-02 23:39:28,1412311168.0,EF
2014-10-02 23:39:28,1412311168.0,FF
2014-10-02 23:50:08,1412311808.0,EF
2014-10-02 23:50:08,1412311808.0,FF
2014-10-03 00:39:12,1412314752.0,EF
2014-10-03 00:39:12,1412314752.0,FF
2014-10-03 00:49:52,1412315392.0,EF
2014-10-03 00:49:52,1412315392.0,FF
2014-10-03 01:00:32,1412316032.0,EF
2014-10-03 01:09:04,1412316544.0,EF
2014-10-05 16:49:52,1412545792.0,EF
2014-10-05 16:49:52,1412545792.0,FF
2014-10-05 17:00:32,1412546432.0,EF
2014-10-05 17:00:32,1412546432.0,FF
2014-10-05 17:49:36,1412549376.0,EF
2014-10-05 17:49:36,1412549376.0,FF
2014-10-05 18:00:16,1412550016.0,EF
2014-10-05 18:00:16,1412550016.0,FF
2014-10-05 18:49:20,1412552960.0,EF
2014-10-05 19:00:00,1412553600.0,EF
2014-10-05 19:49:04,1412556544.0,EF
2014-10-05 19:49:04,1412556544.0,FF
2014-10-05 19:59:44,1412557184.0,EF
2014-10-05 19:59:44,1412557184.0,FF
2014-10-05 20:18:56,1412558336.0,EF
2014-10-05 20:18:56,1412558336.0,FF
2014-10-05 20:29:36,1412558976.0,EF
2014-10-05 20:29:36,1412558976.0,FF
2014-10-08 06:58:56,1412769536.0,MF
2014-10-08 07:09:36,1412770176.0,MF
2014-10-08 13:29:20,1412792960.0,MF
2014-10-08 13:40:00,1412793600.0,MF
2014-10-14 23:09:36,1413346176.0,EF
2014-10-14 23:09:36,1413346176.0,FF
2014-10-14 23:20:16,1413346816.0,EF
2014-10-14 23:20:16,1413346816.0,FF
2014-10-15 03:00:00,1413360000.0,EF
2014-10-15 03:00:00,1413360000.0,FF
2014-10-15 03:10:40,1413360640.0,EF
2014-10-15 03:10:40,1413360640.0,FF
2014-10-15 03:19:12,1413361152.0,EF
2014-10-15 03:19:12,1413361152.0,FF
2014-10-15 10:40:48,1413387648.0,EF
2014-10-15 10:40:48,1413387648.0,FF
2014-10-15 10:49:20,1413388160.0,EF
2014-10-15 10:49:20,1413388160.0,FF
2014-10-15 11:49:04,1413391744.0,EF
2014-10-15 11:59:44,1413392384.0,EF
2014-10-17 11:49:04,1413564544.0,GF
2014-10-17 11:59:44,1413565184.0,GF
2014-10-17 12:10:24,1413565824.0,GF
2014-10-17 13:40:00,1413571200.0,EF
2014-10-17 13:40:00,1413571200.0,FF
2014-10-17 13:50:40,1413571840.0,EF
2014-10-17 13:50:40,1413571840.0,FF
2014-10-17 19:29:52,1413592192.0,EF
2014-10-17 19:29:52,1413592192.0,FF
2014-10-17 19:40:32,1413592832.0,EF
2014-10-17 19:40:32,1413592832.0,FF
2014-10-18 21:10:08,1413684608.0,EF
2014-10-18 21:20:48,1413685248.0,EF
2014-10-18 21:29:20,1413685760.0,EF
2014-10-19 02:49:20,1413704960.0,EF
2014-10-19 02:49:20,1413704960.0,FF
2014-10-19 03:00:00,1413705600.0,EF
2014-10-19 03:00:00,1413705600.0,FF
2014-10-19 06:20:32,1413717632.0,EF
2014-10-19 06:20:32,1413717632.0,FF
2014-10-19 06:29:04,1413718144.0,EF
2014-10-19 06:29:04,1413718144.0,FF
2014-10-19 06:39:44,1413718784.0,EF
2014-10-19 06:50:24,1413719424.0,EF
2014-10-19 06:50:24,1413719424.0,FF
2014-10-19 07:01:04,1413720064.0,EF
2014-10-19 07:01:04,1413720064.0,FF
2014-10-19 09:19:44,1413728384.0,EF
2014-10-19 09:19:44,1413728384.0,FF
2014-10-19 09:30:24,1413729024.0,EF
2014-10-19 09:30:24,1413729024.0,FF
2014-10-19 10:19:28,1413731968.0,EF
2014-10-19 10:19:28,1413731968.0,FF
2014-10-19 10:30:08,1413732608.0,EF
2014-10-19 10:30:08,1413732608.0,FF
2014-10-19 13:50:40,1413744640.0,EF
2014-10-19 13:59:12,1413745152.0,EF
2014-10-20 19:40:32,1413852032.0,EF
2014-10-20 19:40:32,1413852032.0,FF
2014-10-20 19:49:04,1413852544.0,EF
2014-10-20 19:49:04,1413852544.0,FF
2014-10-21 04:40:16,1413884416.0,EF
2014-10-21 04:40:16,1413884416.0,FF
2014-10-21 04:50:56,1413885056.0,EF
2014-10-21 04:50:56,1413885056.0,FF
2014-10-21 04:59:28,1413885568.0,EF
2014-10-21 04:59:28,1413885568.0,FF
2014-10-21 05:10:08,1413886208.0,EF
2014-10-21 05:10:08,1413886208.0,FF
2014-10-21 05:40:00,1413888000.0,EF
2014-10-21 05:40:00,1413888000.0,FF
2014-10-21 05:50:40,1413888640.0,EF
2014-10-21 05:50:40,1413888640.0,FF
2014-10-21 09:00:32,1413900032.0,EF
2014-10-21 09:09:04,1413900544.0,EF
2014-10-21 09:38:56,1413902336.0,EF
2014-10-21 09:38:56,1413902336.0,FF
2014-10-21 09:49:36,1413902976.0,EF
2014-10-21 09:49:36,1413902976.0,FF
2014-10-21 10:30:08,1413905408.0,EF
2014-10-21 10:30:08,1413905408.0,FF
2014-10-21 10:40:48,1413906048.0,EF
2014-10-21 10:40:48,1413906048.0,FF
2014-10-21 12:29:36,1413912576.0,EF
2014-10-21 12:40:16,1413913216.0,EF
2014-10-21 13:10:08,1413915008.0,EF
2014-10-21 13:10:08,1413915008.0,FF
2014-10-21 13:20:48,1413915648.0,EF
2014-10-21 13:20:48,1413915648.0,FF
2014-10-21 14:20:32,1413919232.0,EF
2014-10-21 14:20:32,1413919232.0,FF
2014-10-21 14:29:04,1413919744.0,EF
2014-10-21 14:29:04,1413919744.0,FF
2014-10-21 15:50:08,1413924608.0,EF
2014-10-21 15:50:08,1413924608.0,FF
2014-10-21 16:00:48,1413925248.0,EF
2014-10-21 16:00:48,1413925248.0,FF
2014-10-21 16:09:20,1413925760.0,EF
2014-10-21 17:09:04,1413929344.0,EF
2014-10-21 17:09:04,1413929344.0,FF
2014-10-21 17:19:44,1413929984.0,EF
2014-10-21 17:19:44,1413929984.0,FF
2014-10-26 18:10:56,1414365056.0,GF
2014-10-26 18:19:28,1414365568.0,GF
2014-10-26 18:30:08,1414366208.0,GF
2014-10-26 18:40:48,1414366848.0,GF
2014-10-26 18:49:20,1414367360.0,GF
2014-10-26 19:00:00,1414368000.0,GF
2014-10-26 19:10:40,1414368640.0,GF
2014-10-26 19:19:12,1414369152.0,GF
2014-10-27 19:10:40,1414455040.0,EF
2014-10-27 19:10:40,1414455040.0,FF
2014-10-27 19:19:12,1414455552.0,EF
2014-10-27 19:19:12,1414455552.0,FF
2014-10-27 19:29:52,1414456192.0,EF
2014-10-27 19:59:44,1414457984.0,EF
2014-10-27 19:59:44,1414457984.0,FF
2014-10-27 20:10:24,1414458624.0,EF
2014-10-27 20:10:24,1414458624.0,FF
2014-10-27 21:29:20,1414463360.0,EF
2014-10-27 21:40:00,1414464000.0,EF
2014-10-27 22:09:52,1414465792.0,EF
2014-10-27 22:09:52,1414465792.0,FF
2014-10-27 22:20:32,1414466432.0,EF
2014-10-27 22:20:32,1414466432.0,FF
2014-10-28 01:49:36,1414478976.0,EF
2014-10-28 01:49:36,1414478976.0,FF
2014-10-28 02:00:16,1414479616.0,EF
2014-10-28 02:00:16,1414479616.0,FF
2014-10-28 03:49:04,1414486144.0,EF
2014-10-28 03:49:04,1414486144.0,FF
2014-10-28 03:59:44,1414486784.0,EF
2014-10-28 03:59:44,1414486784.0,FF
2014-10-28 05:40:00,1414492800.0,EF
2014-10-28 05:40:00,1414492800.0,FF
2014-10-28 05:50:40,1414493440.0,EF
2014-10-28 05:50:40,1414493440.0,FF
2014-10-28 06:20:32,1414495232.0,EF
2014-10-28 06:20:32,1414495232.0,FF
2014-10-28 06:29:04,1414495744.0,EF
2014-10-28 06:29:04,1414495744.0,FF
2014-10-28 08:20:00,1414502400.0,EF
2014-10-28 08:30:40,1414503040.0,EF
2014-10-28 08:39:12,1414503552.0,EF
2014-10-31 11:49:04,1414774144.0,EF
2014-10-31 11:59:44,1414774784.0,EF
2014-11-01 11:29:52,1414859392.0,EF
2014-11-01 11:29:52,1414859392.0,FF
2014-11-01 11:40:32,1414860032.0,EF
2014-11-01 11:40:32,1414860032.0,FF
2014-11-01 12:59:28,1414864768.0,EF
2014-11-01 12:59:28,1414864768.0,FF
2014-11-01 13:10:08,1414865408.0,EF
2014-11-01 13:10:08,1414865408.0,FF
2014-11-01 14:20:32,1414869632.0,EF
2014-11-01 14:29:04,1414870144.0,EF
2014-11-01 17:30:24,1414881024.0,EF
2014-11-01 17:30:24,1414881024.0,FF
2014-11-01 17:38:56,1414881536.0,EF
2014-11-01 17:38:56,1414881536.0,FF
2014-11-01 17:49:36,1414882176.0,EF
2014-11-01 17:49:36,1414882176.0,FF
2014-11-06 03:29:36,1415266176.0,EF
2014-11-06 03:29:36,1415266176.0,FF
2014-11-06 03:40:16,1415266816.0,EF
2014-11-06 03:40:16,1415266816.0,FF
2014-11-06 03:50:56,1415267456.0,EF
2014-11-06 03:50:56,1415267456.0,FF
2014-11-06 03:59:28,1415267968.0,EF
2014-11-06 03:59:28,1415267968.0,FF
2014-11-10 10:29:52,1415636992.0,EF
2014-11-10 10:29:52,1415636992.0,FF
2014-11-10 10:40:32,1415637632.0,EF
2014-11-10 10:40:32,1415637632.0,FF
2014-11-10 11:40:16,1415641216.0,EF
2014-11-10 11:40:16,1415641216.0,FF
2014-11-10 11:50:56,1415641856.0,EF
2014-11-10 11:50:56,1415641856.0,FF
2014-11-12 06:09:36,1415794176.0,EF
2014-11-12 06:20:16,1415794816.0,EF
2014-11-12 21:20:32,1415848832.0,EF
2014-11-12 21:29:04,1415849344.0,EF
2014-11-12 23:30:40,1415856640.0,EF
2014-11-12 23:39:12,1415857152.0,EF
2014-11-12 23:49:52,1415857792.0,EF
2014-11-17 05:39:44,1416224384.0,EF
2014-11-17 05:50:24,1416225024.0,EF
2014-11-17 05:58:56,1416225536.0,EF
2014-11-18 12:40:00,1416336000.0,EF
2014-11-18 12:50:40,1416336640.0,EF
2014-11-18 13:09:52,1416337792.0,EF
2014-11-18 13:20:32,1416338432.0,EF
2014-11-18 14:09:36,1416341376.0,EF
2014-11-18 14:20:16,1416342016.0,EF
2014-11-18 14:30:56,1416342656.0,EF
2014-11-18 14:39:28,1416343168.0,EF
2014-11-18 14:50:08,1416343808.0,EF
2014-11-18 17:00:16,1416351616.0,EF
2014-11-18 17:10:56,1416352256.0,EF
2014-11-18 18:40:32,1416357632.0,EF
2014-11-18 18:49:04,1416358144.0,EF
2014-11-18 18:59:44,1416358784.0,EF
2014-11-18 19:10:24,1416359424.0,EF
2014-11-18 19:29:36,1416360576.0,EF
2014-11-18 19:40:16,1416361216.0,EF
2014-11-20 23:00:48,1416546048.0,EF
2014-11-20 23:09:20,1416546560.0,EF
2014-11-20 23:49:52,1416548992.0,EF
2014-11-21 00:00:32,1416549632.0,EF
2014-11-21 00:09:04,1416550144.0,EF
2014-11-21 00:19:44,1416550784.0,EF
2014-11-21 02:10:40,1416557440.0,EF
2014-11-21 02:19:12,1416557952.0,EF
2014-11-21 04:10:08,1416564608.0,EF
2014-11-21 04:20:48,1416565248.0,EF
2014-11-27 02:19:12,1417076352.0,FF
2014-11-27 02:29:52,1417076992.0,FF
2014-11-27 03:21:04,1417080064.0,FF
2014-11-27 03:29:36,1417080576.0,FF
2014-11-27 03:50:56,1417081856.0,FF
2014-11-27 03:59:28,1417082368.0,FF
2014-11-27 04:10:08,1417083008.0,FF
2014-11-27 04:20:48,1417083648.0,FF
2014-11-27 04:29:20,1417084160.0,FF
2014-11-27 04:40:00,1417084800.0,FF
2014-11-27 07:39:12,1417095552.0,EF
2014-11-27 07:49:52,1417096192.0,EF
2014-11-27 08:19:44,1417097984.0,EF
2014-11-27 08:30:24,1417098624.0,EF
2014-11-27 12:20:48,1417112448.0,EF
2014-11-27 12:29:20,1417112960.0,EF
2014-11-27 12:59:12,1417114752.0,EF
2014-11-27 13:09:52,1417115392.0,EF
2014-11-27 13:20:32,1417116032.0,EF
2014-11-27 13:29:04,1417116544.0,EF
2014-11-28 16:19:44,1417213184.0,EF
2014-11-28 16:30:24,1417213824.0,EF
2014-12-05 00:30:24,1417761024.0,FF
2014-12-05 00:38:56,1417761536.0,FF
2014-12-05 00:49:36,1417762176.0,FF
2014-12-05 01:10:56,1417763456.0,FF
2014-12-05 01:19:28,1417763968.0,FF
2014-12-05 01:30:08,1417764608.0,FF
2014-12-05 01:40:48,1417765248.0,FF
2014-12-05 01:49:20,1417765760.0,FF
2014-12-05 02:00:00,1417766400.0,FF
2014-12-05 02:10:40,1417767040.0,FF
2014-12-05 02:29:52,1417768192.0,FF
2014-12-05 02:40:32,1417768832.0,FF
2014-12-05 02:49:04,1417769344.0,FF
2014-12-05 03:29:36,1417771776.0,FF
2014-12-05 03:40:16,1417772416.0,FF
2014-12-05 03:59:28,1417773568.0,FF
2014-12-05 04:10:08,1417774208.0,FF
2014-12-05 11:29:36,1417800576.0,FF
2014-12-05 11:40:16,1417801216.0,FF
2014-12-05 11:50:56,1417801856.0,FF
2014-12-05 11:59:28,1417802368.0,FF
2014-12-05 12:10:08,1417803008.0,FF
2014-12-08 02:00:00,1418025600.0,FF
2014-12-08 02:10:40,1418026240.0,FF
2014-12-08 02:49:04,1418028544.0,FF
2014-12-08 02:59:44,1418029184.0,FF
2014-12-08 03:10:24,1418029824.0,FF
2014-12-08 03:40:16,1418031616.0,FF
2014-12-08 03:50:56,1418032256.0,FF
2014-12-08 03:59:28,1418032768.0,FF
2014-12-08 04:10:08,1418033408.0,FF
2014-12-08 04:20:48,1418034048.0,FF
2014-12-08 04:29:20,1418034560.0,FF
2014-12-08 06:01:04,1418040064.0,FF
2014-12-08 06:09:36,1418040576.0,FF
2014-12-08 06:20:16,1418041216.0,FF
2014-12-08 06:30:56,1418041856.0,FF
2014-12-08 06:39:28,1418042368.0,FF
2014-12-08 06:50:08,1418043008.0,FF
2014-12-08 07:20:00,1418044800.0,FF
2014-12-08 07:30:40,1418045440.0,FF
2014-12-08 15:00:48,1418072448.0,FF
2014-12-08 15:09:20,1418072960.0,FF
2014-12-09 01:49:20,1418111360.0,FF
2014-12-09 02:00:00,1418112000.0,FF
2014-12-09 02:59:44,1418115584.0,FF
2014-12-09 03:10:24,1418116224.0,FF
2014-12-09 03:21:04,1418116864.0,FF
2014-12-09 03:29:36,1418117376.0,FF
2015-01-01 17:40:48,1420155648.0,FF
2015-01-01 17:49:20,1420156160.0,FF
2015-01-01 18:00:00,1420156800.0,FF
2015-01-01 18:10:40,1420157440.0,FF
2015-01-01 18:19:12,1420157952.0,FF
2015-01-01 18:29:52,1420158592.0,FF
2015-01-01 18:40:32,1420159232.0,FF
2015-01-01 18:49:04,1420159744.0,FF
2015-01-01 18:59:44,1420160384.0,FF
2015-01-01 19:10:24,1420161024.0,FF
2015-01-01 19:18:56,1420161536.0,FF
2015-01-01 19:29:36,1420162176.0,FF
2015-01-01 19:40:16,1420162816.0,FF
2015-01-01 19:50:56,1420163456.0,FF
2015-01-01 19:59:28,1420163968.0,FF
2015-01-01 20:10:08,1420164608.0,FF
2015-01-01 20:20:48,1420165248.0,FF
2015-01-01 20:29:20,1420165760.0,FF
2015-01-01 20:40:00,1420166400.0,FF
2015-01-01 20:50:40,1420167040.0,FF
2015-01-01 20:59:12,1420167552.0,FF
2015-01-01 21:09:52,1420168192.0,FF
2015-01-01 21:20:32,1420168832.0,FF
2015-01-01 21:29:04,1420169344.0,FF
2015-01-01 21:39:44,1420169984.0,FF
2015-01-01 21:50:24,1420170624.0,FF
2015-01-01 22:01:04,1420171264.0,FF
2015-01-01 22:09:36,1420171776.0,FF
2015-01-01 22:20:16,1420172416.0,FF
2015-01-01 22:30:56,1420173056.0,FF
2015-01-01 22:39:28,1420173568.0,FF
2015-01-01 22:50:08,1420174208.0,FF
2015-01-01 23:00:48,1420174848.0,FF
2015-01-01 23:09:20,1420175360.0,FF
2015-01-01 23:20:00,1420176000.0,FF
2015-01-01 23:30:40,1420176640.0,FF
2015-01-01 23:39:12,1420177152.0,FF
2015-01-01 23:49:52,1420177792.0,FF
2015-01-02 00:00:32,1420178432.0,FF
2015-01-02 00:09:04,1420178944.0,FF
2015-01-02 00:19:44,1420179584.0,FF
2015-01-02 00:30:24,1420180224.0,FF
2015-01-02 00:38:56,1420180736.0,FF
2015-01-02 00:49:36,1420181376.0,FF
2015-01-02 01:00:16,1420182016.0,FF
2015-01-02 01:10:56,1420182656.0,FF
2015-01-02 01:19:28,1420183168.0,FF
2015-01-02 01:30:08,1420183808.0,FF
2015-01-02 01:40:48,1420184448.0,FF
2015-01-02 01:49:20,1420184960.0,FF
2015-01-02 02:00:00,1420185600.0,FF
2015-01-02 02:10:40,1420186240.0,FF
2015-01-02 02:19:12,1420186752.0,FF
2015-01-02 02:29:52,1420187392.0,FF
2015-01-02 02:40:32,1420188032.0,FF
2015-01-02 02:49:04,1420188544.0,FF
2015-01-02 02:59:44,1420189184.0,FF
2015-01-02 03:10:24,1420189824.0,FF
2015-01-02 03:21:04,1420190464.0,FF
2015-01-02 03:29:36,1420190976.0,FF
2015-01-02 03:40:16,1420191616.0,FF
2015-01-02 03:50:56,1420192256.0,FF
2015-01-02 03:59:28,1420192768.0,FF
2015-01-02 04:10:08,1420193408.0,FF
2015-01-02 04:20:48,1420194048.0,FF
2015-01-02 04:29:20,1420194560.0,FF
2015-01-02 04:40:00,1420195200.0,FF
2015-01-02 04:50:40,1420195840.0,FF
2015-01-02 04:59:12,1420196352.0,FF
2015-01-02 05:09:52,1420196992.0,FF
2015-01-02 05:20:32,1420197632.0,FF
2015-01-02 05:29:04,1420198144.0,FF
2015-01-02 05:39:44,1420198784.0,FF
2015-01-02 05:50:24,1420199424.0,FF
2015-01-02 05:58:56,1420199936.0,FF
2015-01-02 06:09:36,1420200576.0,FF
2015-01-02 06:20:16,1420201216.0,FF
2015-01-02 06:30:56,1420201856.0,FF
2015-01-02 06:39:28,1420202368.0,FF
2015-01-02 06:50:08,1420203008.0,FF
2015-01-02 07:00:48,1420203648.0,FF
2015-01-02 07:09:20,1420204160.0,FF
2015-01-02 07:20:00,1420204800.0,FF
2015-01-02 07:30:40,1420205440.0,FF
2015-01-02 07:39:12,1420205952.0,FF
2015-01-02 07:49:52,1420206592.0,FF
2015-01-02 08:00:32,1420207232.0,FF
2015-01-02 08:09:04,1420207744.0,FF
2015-01-02 08:19:44,1420208384.0,FF
2015-01-02 08:30:24,1420209024.0,FF
2015-01-02 08:41:04,1420209664.0,FF
2015-01-02 08:49:36,1420210176.0,FF
2015-01-02 09:00:16,1420210816.0,FF
2015-01-02 09:10:56,1420211456.0,FF
2015-01-02 09:19:28,1420211968.0,FF
2015-01-02 09:30:08,1420212608.0,FF
2015-01-02 09:40:48,1420213248.0,FF
2015-01-02 09:49:20,1420213760.0,FF
2015-01-07 18:10:40,1420675840.0,GF
2015-01-07 18:19:12,1420676352.0,GF
2015-01-07 18:29:52,1420676992.0,GF
2015-01-07 18:40:32,1420677632.0,GF
2015-01-07 18:49:04,1420678144.0,GF
2015-01-07 18:59:44,1420678784.0,GF
2015-01-07 19:10:24,1420679424.0,GF
2015-01-07 19:18:56,1420679936.0,GF
2015-01-07 19:29:36,1420680576.0,GF
2015-01-07 19:40:16,1420681216.0,GF
2015-01-07 19:50:56,1420681856.0,GF
2015-01-07 19:59:28,1420682368.0,GF
2015-01-07 20:10:08,1420683008.0,GF
2015-01-07 20:20:48,1420683648.0,GF
2015-01-07 20:29:20,1420684160.0,GF
2015-01-07 20:40:00,1420684800.0,GF
2015-01-07 20:50:40,1420685440.0,GF
2015-01-07 20:59:12,1420685952.0,GF
2015-01-07 21:09:52,1420686592.0,GF
2015-01-07 21:20:32,1420687232.0,GF
2015-01-07 21:29:04,1420687744.0,GF
2015-01-07 21:39:44,1420688384.0,GF
2015-01-07 21:50:24,1420689024.0,GF
2015-01-07 22:01:04,1420689664.0,GF
2015-01-07 22:09:36,1420690176.0,GF
2015-01-07 22:20:16,1420690816.0,GF
2015-01-14 22:50:08,1421297408.0,AF
2015-01-14 23:00:48,1421298048.0,AF
2015-01-14 23:09:20,1421298560.0,AF
2015-01-15 22:50:08,1421383808.0,AF
2015-01-15 23:00:48,1421384448.0,AF
2015-01-15 23:09:20,1421384960.0,AF
